Image,Predicted-Lymphocyte
img_228,4
img_229,4
img_230,1
img_231,2
img_232,15
img_233,4
img_234,10
img_235,13
img_236,5
img_237,7
img_238,1
img_239,3
img_240,1
img_241,27
img_242,2
img_243,0
img_244,0
img_245,5
img_246,1
img_247,4
img_248,5
img_249,2
img_250,2
img_251,1
img_252,0
img_253,1
img_254,7
img_255,0
img_256,0
img_257,0
img_258,1
img_259,2
img_260,0
img_261,0
img_262,5
img_263,5
img_264,2
img_265,0
img_266,10
img_267,1
img_268,3
img_269,2
img_270,1
img_271,0
img_272,1
img_273,1
img_274,6
img_275,2
img_276,2
img_277,1
img_278,16
img_279,10
img_280,2
img_281,5
img_282,3
img_283,2
img_284,2
img_285,2
img_286,7
img_287,3
img_288,4
img_289,0
img_290,1
img_291,0
img_292,10
img_293,7
img_294,1
img_295,1
img_296,3
img_297,11
img_298,0
img_299,0
img_300,18
img_301,0
img_302,6
img_303,4
img_304,2
img_305,1
img_306,8
img_307,9
img_308,0
img_309,5
img_310,2
img_311,3
img_312,1
img_313,1
img_314,2
img_315,2
img_316,1
img_317,9
img_318,0
img_319,1
img_320,8
img_321,9
img_322,3
img_323,5
img_324,5
img_325,0
img_326,0
img_327,0
img_328,0
img_329,0
img_330,1
img_331,7
img_332,2
img_333,4
img_334,3
img_335,10
img_336,15
img_337,7
img_338,0
img_339,0
img_340,2
img_341,15
img_342,6
img_343,5
img_344,1
img_345,0
img_346,1
img_347,0
img_348,6
img_349,2
img_350,0
img_352,33
img_353,1
img_354,2
img_355,3
img_356,0
img_357,5
img_358,2
img_359,0
img_360,14
img_361,0
img_362,1
img_363,3
img_364,0
img_365,0
img_366,3
img_367,0
img_368,1
img_369,4
img_370,1
img_371,9
img_372,3
img_373,1
img_374,0
img_375,3
img_376,1
img_377,2
img_378,5
img_379,13
img_380,3
img_381,8
img_382,7
img_383,1
img_384,5
img_385,1
img_386,1
img_387,2
img_388,3
img_389,1
img_390,1
img_391,5
img_392,9
img_393,3
img_394,1
img_395,8
img_396,0
img_397,1
img_398,3
img_399,6
img_400,2
img_401,0
img_402,1
img_403,0
img_404,2
img_405,5
img_406,0
img_407,7
img_408,1
img_409,1
img_411,2
img_412,0
img_413,2
img_414,2
img_415,6
img_416,0
img_417,2
img_418,2
img_419,0
img_420,0
img_421,2
img_422,2
img_423,1
img_424,1
img_425,6
img_426,2
img_427,4
img_428,2
img_429,1
img_430,2
img_431,0
img_432,3
img_433,2
img_434,26
img_435,2
img_436,4
img_437,13
img_438,5
img_439,3
img_440,2
img_441,0
img_442,8
img_443,0
img_444,5
img_445,1
img_446,0
img_447,8
img_448,3
img_449,4
img_450,0
img_451,2
img_452,5
img_453,1
img_454,10
img_455,0
img_456,0
img_457,1
img_458,2
img_459,9
img_460,4
img_461,0
img_462,3
img_463,7
img_464,0
img_465,5
img_466,1
img_467,5
img_468,8
img_469,0
img_470,2
img_471,2
img_472,4
img_473,16
img_474,0
img_475,0
img_476,6
img_477,5
img_478,0
img_479,2
img_480,17
img_481,0
img_482,3
img_483,2
img_484,10
img_485,17
img_486,8
img_487,1
img_488,1
img_489,0
img_490,2
img_491,12
img_492,0
img_493,1
img_494,2
img_495,4
img_496,3
img_497,1
img_498,12
img_499,3
img_500,3
img_501,0
img_502,4
img_503,2
img_504,1
img_505,2
img_506,2
img_507,1
img_508,7
img_509,5
img_510,0
img_511,0
img_512,0
img_513,14
img_514,2
img_515,5
img_516,0
img_517,9
img_518,1
img_519,0
img_520,0
img_521,6
img_522,0
img_523,0
img_524,0
img_525,0
img_526,8
img_527,1
img_528,0
img_529,1
img_530,1
img_531,2
img_532,0
img_533,4
img_534,0
img_535,1
img_536,0
img_537,12
img_538,1
img_539,2
img_540,16
img_541,1
img_542,4
img_543,0
img_544,23
img_545,3
img_546,1
img_547,5
img_548,0
img_549,2
img_550,1
img_551,11
img_552,0
img_553,1
img_554,0
img_555,1
img_556,0
img_557,15
img_558,2
img_559,0
img_560,2
img_561,3
img_562,0
img_563,0
img_564,0
img_565,6
img_566,0
img_567,2
img_568,2
img_569,3
img_570,5
img_571,0
img_572,3
img_573,0
img_574,2
img_575,1
img_576,1
img_578,3
img_579,0
img_580,0
img_581,3
img_582,1
img_583,3
img_584,1
img_585,1
img_586,17
img_587,0
img_588,4
img_589,16
img_590,0
img_591,0
img_592,0
img_593,16
img_594,3
img_595,1
img_596,0
img_597,5
img_598,1
img_599,2
img_600,1
img_601,2
img_602,0
img_603,4
img_604,6
img_605,3
img_606,1
img_607,0
img_608,0
img_609,7
img_610,5
img_611,0
img_612,0
img_613,1
img_614,1
img_615,4
img_616,0
img_617,3
img_618,8
img_619,0
img_620,1
img_621,0
img_622,11
img_623,3
img_624,2
img_625,2
img_626,0
img_627,0
img_628,0
img_629,11
img_630,1
img_631,0
img_632,2
img_633,1
img_634,4
img_635,8
img_636,1
img_637,5
img_638,2
img_639,1
img_640,27
img_641,2
img_642,0
img_643,1
img_644,0
img_645,2
img_646,6
img_647,0
img_648,3
img_649,1
img_650,0
img_651,1
img_652,1
img_653,2
img_654,4
img_655,0
img_656,7
img_657,0
img_658,1
img_659,3
img_660,1
img_661,1
img_662,3
img_663,4
img_664,14
img_665,1
img_666,1
img_667,2
img_668,7
img_669,0
img_670,5
img_671,3
img_672,0
img_673,3
img_674,1
img_675,6
img_676,0
img_677,14
img_678,6
img_679,2
img_680,3
img_681,1
img_682,0
img_683,3
img_684,1
img_685,0
img_686,19
img_687,0
img_688,0
img_689,3
img_690,10
img_691,2
img_692,1
img_693,6
img_694,2
img_695,7
img_696,0
img_697,1
img_698,0
img_699,2
img_700,4
img_701,5
img_702,4
img_703,5
img_704,0
img_705,3
img_706,3
img_707,0
img_708,2
img_709,2
img_710,3
img_711,3
img_712,0
img_713,9
img_714,16
img_715,2
img_716,7
img_717,0
img_718,2
img_719,1
img_720,2
img_721,1
img_722,1
img_723,0
img_724,0
img_725,1
img_726,2
img_727,0
img_728,0
img_729,0
img_730,13
img_731,2
img_732,9
img_733,1
img_734,7
img_735,13
img_736,6
img_737,5
img_738,7
img_739,3
img_740,1
img_741,6
img_742,10
img_743,1
img_744,2
img_745,0
img_746,1
img_747,3
img_748,0
img_749,5
img_750,1
img_751,1
img_752,11
img_753,10
img_754,8
img_755,4
img_756,0
img_757,1
img_758,2
img_759,2
img_760,8
img_761,4
img_762,7
img_763,9
img_764,2
img_765,18
img_766,0
img_767,4
img_768,1
img_769,3
img_770,0
img_771,5
img_772,0
img_773,3
img_774,1
img_775,4
img_776,3
img_777,0
img_778,2
img_779,2
img_780,2
img_781,3
img_782,0
img_783,4
img_784,1
img_785,6
img_786,3
img_787,2
img_788,3
img_789,7
img_790,0
img_791,4
img_792,0
img_793,6
img_794,5
img_795,2
img_796,0
img_797,5
img_798,6
img_799,8
img_800,4
img_801,1
img_802,5
img_803,0
img_804,0
img_805,5
img_806,1
img_807,2
img_809,4
img_810,0
img_811,1
img_812,0
img_813,2
img_814,4
img_815,9
img_816,1
img_817,1
img_818,1
img_819,4
img_820,2
img_821,0
img_822,3
img_823,5
img_824,0
img_825,3
img_826,5
img_827,0
img_828,3
img_829,2
img_830,0
img_831,2
img_832,0
img_833,8
img_834,0
img_835,1
img_836,2
img_837,8
img_838,0
img_839,2
img_840,0
img_841,2
img_842,1
img_843,12
img_844,0
img_845,0
img_846,15
img_847,11
img_848,0
img_849,12
img_850,9
img_851,3
img_852,0
img_853,13
img_854,1
img_855,0
img_856,4
img_857,2
img_858,2
img_859,9
img_860,5
img_861,0
img_862,0
img_863,1
img_864,2
img_865,0
img_866,9
img_867,2
img_868,5
img_869,1
img_870,1
img_871,3
img_872,0
img_873,0
img_874,4
img_875,0
img_876,1
img_877,2
img_878,1
img_879,2
img_880,7
img_881,0
img_882,1
img_883,0
img_884,3
img_885,1
img_886,2
img_887,0
img_888,1
img_889,2
img_890,7
img_891,5
img_892,0
img_893,1
img_894,1
img_895,1
img_896,3
img_897,2
img_898,5
img_899,1
img_900,0
img_901,0
img_902,1
img_903,29
img_904,1
img_905,9
img_906,1
img_907,1
img_908,5
img_909,0
img_910,3
img_911,1
img_912,2
img_913,0
img_914,2
img_916,0
img_917,0
img_918,4
img_919,4
img_920,14
img_921,2
img_922,2
img_923,11
img_924,1
img_925,3
img_926,3
img_927,0
img_928,2
img_929,1
img_930,2
img_931,2
img_932,9
img_933,4
img_934,0
img_935,1
img_936,0
img_937,12
img_938,2
img_939,8
img_940,2
img_941,10
img_942,5
img_943,1
img_944,0
img_945,0
img_946,3
img_947,5
img_948,5
img_949,1
img_950,2
img_951,0
img_952,0
img_953,1
img_954,1
img_955,3
img_956,3
img_957,0
img_958,0
img_959,0
img_960,3
img_961,4
img_962,0
img_963,6
img_964,3
img_965,1
img_966,7
img_967,1
img_968,2
img_969,2
img_970,0
img_971,0
img_972,7
img_973,0
img_974,0
img_975,1
img_976,2
img_977,5
img_978,0
img_979,11
img_980,3
img_981,12
img_982,7
img_983,7
img_984,8
img_985,2
img_986,16
img_987,8
img_988,6
img_989,8
img_990,4
img_991,2
img_992,11
img_993,2
img_994,0
img_995,5
img_996,5
img_997,2
img_998,3
img_999,4
img_1000,7
img_1001,9
img_1002,2
img_1003,13
img_1004,4
img_1005,9
img_1006,2
img_1007,1
img_1008,5
img_1009,3
img_1010,3
img_1011,0
img_1012,0
img_1013,0
img_1014,4
img_1015,0
img_1016,2
img_1017,2
img_1018,3
img_1019,5
img_1020,2
img_1021,0
img_1022,7
img_1023,0
img_1024,1
img_1025,2
img_1026,1
img_1027,7
img_1028,5
img_1029,4
img_1030,2
img_1031,3
img_1032,9
img_1033,0
img_1034,15
img_1035,1
img_1036,0
img_1037,9
img_1038,4
img_1039,2
img_1040,2
img_1041,3
img_1042,1
img_1043,4
img_1044,0
img_1045,4
img_1046,11
img_1047,2
img_1048,0
img_1049,1
img_1050,4
img_1051,1
img_1052,5
img_1053,21
img_1054,1
img_1055,3
img_1056,0
img_1057,1
img_1058,6
img_1059,1
img_1060,1
img_1061,17
img_1062,2
img_1063,1
img_1064,5
img_1065,1
img_1066,5
img_1067,2
img_1068,4
img_1069,17
img_1070,2
img_1071,12
img_1072,3
img_1073,4
img_1074,5
img_1075,2
img_1076,9
img_1077,0
img_1078,0
img_1079,0
img_1080,1
img_1081,2
img_1082,1
img_1083,3
img_1084,2
img_1085,4
img_1086,0
img_1087,1
img_1088,2
img_1089,3
img_1090,5
img_1091,0
img_1092,2
img_1093,1
img_1094,0
img_1095,5
img_1096,11
img_1097,5
img_1098,8
img_1099,3
img_1100,1
img_1101,1
img_1102,0
img_1103,0
img_1104,2
img_1105,2
img_1106,1
img_1107,7
img_1108,11
img_1109,2
img_1110,2
img_1111,0
img_1112,1
img_1113,0
img_1114,1
img_1115,4
img_1116,0
img_1117,1
img_1118,4
img_1119,1
img_1120,2
img_1121,10
img_1122,0
img_1123,3
img_1124,15
img_1125,2
img_1126,3
img_1127,6
img_1128,0
img_1129,0
img_1130,1
img_1131,2
img_1132,2
img_1133,2
img_1134,4
img_1135,1
img_1136,0
img_1137,2
img_1138,1
img_1139,4
img_1140,4
img_1141,3
img_1142,0
img_1143,1
img_1144,4
img_1145,10
img_1146,3
img_1147,1
img_1148,7
img_1149,6
img_1150,4
img_1151,7
img_1152,8
img_1153,0
img_1154,0
img_1155,0
img_1156,6
img_1157,6
img_1158,6
img_1159,2
img_1160,2
img_1161,2
img_1162,6
img_1163,1
img_1164,6
img_1165,2
img_1166,0
img_1167,2
img_1168,3
img_1169,1
img_1170,1
img_1171,0
img_1172,1
img_1173,1
img_1174,2
img_1175,7
img_1176,16
img_1177,1
img_1178,5
img_1179,3
img_1180,9
img_1181,0
img_1182,2
img_1183,0
img_1184,0
img_1185,8
img_1186,2
img_1187,0
img_1188,6
img_1189,0
img_1191,0
img_1192,2
img_1193,0
img_1194,0
img_1195,2
img_1196,0
img_1197,1
img_1198,0
img_1199,8
img_1200,3
img_1201,5
img_1202,1
img_1203,1
img_1204,17
img_1205,0
img_1206,26
img_1207,0
img_1208,3
img_1209,4
img_1210,0
img_1211,0
img_1212,0
img_1213,0
img_1214,2
img_1215,0
img_1216,3
img_1217,1
img_1218,0
img_1219,3
img_1220,3
img_1221,5
img_1222,17
img_1223,3
img_1224,1
img_1225,5
img_1226,3
img_1227,1
img_1228,8
img_1229,0
img_1230,0
img_1231,0
img_1232,0
img_1233,1
img_1234,4
img_1235,1
img_1236,1
img_1237,3
img_1238,5
img_1239,2
img_1240,2
img_1241,6
img_1242,1
img_1243,5
img_1244,9
img_1245,7
img_1246,1
img_1247,0
img_1248,8
img_1249,4
img_1250,7
img_1251,2
img_1252,2
img_1253,1
img_1254,0
img_1255,0
img_1256,0
img_1257,2
img_1258,1
img_1259,3
img_1260,4
img_1261,1
img_1262,1
img_1263,0
img_1264,3
img_1265,2
img_1266,1
img_1267,2
img_1268,4
img_1269,1
img_1270,6
img_1271,4
img_1272,4
img_1273,2
img_1274,0
img_1275,1
img_1276,4
img_1277,2
img_1278,1
img_1279,4
img_1280,8
img_1281,3
img_1282,0
img_1283,1
img_1284,6
img_1285,0
img_1286,0
img_1287,0
img_1288,0
img_1289,0
img_1290,5
img_1291,1
img_1292,1
img_1293,2
img_1294,4
img_1295,1
img_1296,1
img_1297,11
img_1298,3
img_1299,2
img_1300,3
img_1301,1
img_1302,17
img_1303,7
img_1304,10
img_1305,3
img_1306,10
img_1307,1
img_1308,0
img_1309,4
img_1310,1
img_1311,17
img_1312,4
img_1313,1
img_1315,4
img_1316,0
img_1317,1
img_1318,0
img_1319,2
img_1320,2
img_1321,9
img_1322,0
img_1323,6
img_1324,20
img_1325,0
img_1326,2
img_1327,2
img_1328,1
img_1329,2
img_1330,0
img_1331,0
img_1332,14
img_1333,0
img_1334,5
img_1335,2
img_1336,7
img_1337,0
img_1338,0
img_1339,9
img_1340,10
img_1341,1
img_1342,1
img_1343,2
img_1344,2
img_1345,2
img_1346,1
img_1347,3
img_1348,4
img_1349,2
img_1350,0
img_1351,4
img_1352,6
img_1353,3
img_1354,16
img_1355,2
img_1356,1
img_1357,9
img_1358,2
img_1359,0
img_1360,3
img_1361,0
img_1362,0
img_1363,5
img_1364,8
img_1365,1
img_1366,1
img_1367,1
img_1368,1
img_1369,0
img_1370,3
img_1371,7
img_1372,6
img_1373,3
img_1374,1
img_1375,1
img_1376,10
img_1377,4
img_1378,0
img_1379,1
img_1380,4
img_1381,1
img_1382,5
img_1383,2
img_1384,2
img_1385,2
img_1386,0
img_1387,6
img_1388,2
img_1389,7
img_1390,1
img_1391,4
img_1392,2
img_1393,1
img_1394,0
img_1395,0
img_1396,1
img_1397,4
img_1398,1
img_1399,12
img_1400,24
img_1401,3
img_1402,2
img_1403,0
img_1404,0
img_1405,1
img_1406,0
img_1407,2
img_1408,9
img_1409,2
img_1410,1
img_1411,1
img_1412,2
img_1414,2
img_1415,2
img_1416,5
img_1417,1
img_1418,0
img_1419,2
img_1420,2
img_1422,3
img_1423,0
img_1424,14
img_1425,0
img_1426,26
img_1427,2
img_1428,4
img_1429,11
img_1430,0
img_1431,3
img_1432,9
img_1433,6
img_1434,8
img_1435,1
img_1436,0
img_1437,5
img_1438,11
img_1439,3
img_1440,4
img_1441,2
img_1442,6
img_1443,2
img_1444,6
img_1445,2
img_1446,0
img_1447,9
img_1448,10
img_1449,1
img_1450,1
img_1451,2
img_1452,3
img_1453,1
img_1454,0
img_1455,3
img_1456,1
img_1457,10
img_1458,12
img_1459,0
img_1460,1
img_1461,2
img_1462,3
img_1463,6
img_1464,10
img_1465,3
img_1466,4
img_1467,5
img_1468,1
img_1469,0
img_1470,0
img_1471,17
img_1472,3
img_1473,0
img_1474,0
img_1475,0
img_1476,1
img_1477,15
img_1478,1
img_1479,3
img_1480,4
img_1481,0
img_1482,2
img_1483,4
img_1484,1
img_1485,0
img_1486,3
img_1487,6
img_1488,15
img_1489,15
img_1490,6
img_1491,0
img_1492,4
img_1493,8
img_1494,0
img_1495,2
img_1496,4
img_1497,1
img_1498,6
img_1499,1
img_1500,7
img_1501,6
img_1502,10
img_1503,1
img_1504,4
img_1505,6
img_1506,2
img_1507,3
img_1508,0
img_1509,15
img_1510,4
img_1511,6
img_1512,0
img_1513,2
img_1514,10
img_1515,0
img_1516,0
img_1517,3
img_1518,10
img_1519,1
img_1520,0
img_1521,2
img_1522,5
img_1523,5
img_1524,0
img_1525,0
img_1526,18
img_1527,3
img_1528,1
img_1529,2
img_1530,0
img_1531,1
img_1532,7
img_1533,5
img_1534,1
img_1535,14
img_1536,2
img_1537,5
img_1538,0
img_1539,1
img_1540,4
img_1541,1
img_1542,5
img_1543,0
img_1544,20
img_1545,1
img_1546,4
img_1547,6
img_1548,3
img_1549,7
img_1550,0
img_1551,0
img_1552,2
img_1553,1
img_1554,1
img_1555,18
img_1556,1
img_1557,5
img_1558,12
img_1559,2
img_1560,3
img_1561,1
img_1562,2
img_1563,8
img_1564,0
img_1565,0
img_1566,0
img_1567,0
img_1568,19
img_1569,3
img_1570,2
img_1571,1
img_1572,10
img_1573,0
img_1574,4
img_1575,12
img_1576,0
img_1577,18
img_1578,5
img_1579,0
img_1580,2
img_1581,1
img_1582,1
img_1583,4
img_1584,3
img_1585,0
img_1586,8
img_1587,0
img_1588,1
img_1589,1
img_1590,4
img_1591,2
img_1592,1
img_1593,0
img_1594,8
img_1595,0
img_1596,0
img_1597,3
img_1598,0
img_1599,2
img_1600,2
img_1601,16
img_1602,0
img_1603,2
img_1604,1
img_1605,3
img_1606,2
img_1607,5
img_1608,0
img_1609,1
img_1610,11
img_1611,1
img_1612,3
img_1613,4
img_1614,23
img_1615,0
img_1616,3
img_1617,1
img_1618,1
img_1619,4
img_1620,1
img_1621,6
img_1622,0
img_1623,2
img_1624,2
img_1625,0
img_1626,2
img_1627,1
img_1628,5
img_1629,1
img_1630,0
img_1631,9
img_1632,2
img_1633,0
img_1634,0
img_1635,1
img_1636,3
img_1637,2
img_1638,0
img_1639,1
img_1640,0
img_1641,0
img_1642,2
img_1643,13
img_1644,1
img_1645,6
img_1646,16
img_1647,0
img_1648,1
img_1650,1
img_1651,1
img_1652,1
img_1653,2
img_1654,3
img_1655,0
img_1656,6
img_1657,2
img_1658,2
img_1659,4
img_1660,0
img_1661,1
img_1662,1
img_1663,2
img_1664,1
img_1665,8
img_1666,4
img_1667,16
img_1668,1
img_1669,1
img_1670,5
img_1671,1
img_1673,2
img_1674,0
img_1675,0
img_1676,6
img_1677,5
img_1678,5
img_1679,0
img_1680,15
img_1681,2
img_1682,0
img_1683,1
img_1684,0
img_1685,0
img_1686,4
img_1687,26
img_1688,6
img_1689,9
img_1690,1
img_1691,0
img_1692,6
img_1693,0
img_1694,5
img_1695,1
img_1696,3
img_1697,1
img_1698,0
img_1699,6
img_1700,0
img_1701,0
img_1702,0
img_1703,0
img_1704,5
img_1705,3
img_1706,9
img_1707,8
img_1708,0
img_1709,2
img_1710,7
img_1711,0
img_1712,2
img_1713,1
img_1714,2
img_1715,2
img_1717,2
img_1718,0
img_1719,1
img_1720,9
img_1721,26
img_1722,3
img_1723,8
img_1724,0
img_1725,4
img_1726,7
img_1727,11
img_1728,7
img_1729,1
img_1730,7
img_1731,0
img_1732,2
img_1733,0
img_1734,13
img_1735,3
img_1736,3
img_1737,10
img_1738,1
img_1739,1
img_1740,5
img_1741,3
img_1742,0
img_1743,0
img_1744,28
img_1745,1
img_1746,2
img_1747,0
img_1748,1
img_1749,2
img_1750,2
img_1751,2
img_1752,3
img_1753,0
img_1754,3
img_1755,2
img_1756,5
img_1757,0
img_1758,0
img_1759,6
img_1760,4
img_1761,1
img_1762,0
img_1763,10
img_1764,3
img_1765,0
img_1766,1
img_1767,2
img_1768,8
img_1769,0
img_1770,2
img_1771,1
img_1772,1
img_1773,1
img_1774,4
img_1775,2
img_1776,7
img_1777,4
img_1778,1
img_1779,0
img_1780,1
img_1781,1
img_1782,1
img_1783,10
img_1784,10
img_1785,4
img_1786,1
img_1787,0
img_1788,0
img_1789,5
img_1790,5
img_1791,3
img_1792,4
img_1793,0
img_1794,0
img_1795,15
img_1796,6
img_1797,1
img_1798,0
img_1799,4
img_1800,4
img_1801,1
img_1802,0
img_1803,2
img_1804,1
img_1805,0
img_1806,9
img_1807,2
img_1808,3
img_1809,4
img_1810,24
img_1811,6
img_1812,4
img_1813,7
img_1814,8
img_1815,20
img_1816,0
img_1817,1
img_1818,16
img_1819,3
img_1820,6
img_1821,0
img_1822,2
img_1823,0
img_1824,3
img_1825,0
img_1826,3
img_1827,6
img_1828,10
img_1829,19
img_1830,6
img_1831,2
img_1832,0
img_1833,2
img_1834,2
img_1835,0
img_1836,11
img_1837,4
img_1838,4
img_1839,3
img_1840,1
img_1841,19
img_1842,1
img_1843,1
img_1844,6
img_1845,0
img_1846,3
img_1847,0
img_1849,4
img_1850,1
img_1851,0
img_1852,2
img_1853,2
img_1854,0
img_1855,0
img_1856,1
img_1857,4
img_1858,10
img_1859,1
img_1860,4
img_1861,4
img_1862,0
img_1863,4
img_1864,5
img_1865,1
img_1866,1
img_1868,5
img_1869,2
img_1870,0
img_1871,0
img_1872,1
img_1873,0
img_1874,6
img_1875,8
img_1876,1
img_1878,1
img_1879,0
img_1880,5
img_1881,0
img_1882,9
img_1883,12
img_1884,4
img_1885,2
img_1886,5
img_1887,8
img_1888,1
img_1889,2
img_1890,2
img_1891,3
img_1892,1
img_1893,1
img_1894,2
img_1895,0
img_1896,1
img_1897,0
img_1898,2
img_1899,7
img_1900,1
img_1901,5
img_1902,4
img_1903,4
img_1904,4
img_1905,4
img_1906,1
img_1907,0
img_1908,0
img_1909,2
img_1910,1
img_1911,9
img_1912,3
img_1913,2
img_1914,0
img_1915,4
img_1916,1
img_1917,1
img_1918,7
img_1919,1
img_1920,1
img_1921,0
img_1922,7
img_1923,17
img_1924,0
img_1925,0
img_1926,0
img_1927,2
img_1928,0
img_1929,5
img_1930,6
img_1931,4
img_1932,18
img_1933,0
img_1934,16
img_1935,2
img_1936,5
img_1937,10
img_1938,6
img_1939,5
img_1940,1
img_1941,6
img_1942,1
img_1943,2
img_1944,2
img_1945,8
img_1946,5
img_1947,1
img_1948,7
img_1949,1
img_1950,6
img_1951,1
img_1952,0
img_1953,1
img_1954,0
img_1955,5
img_1956,1
img_1957,9
img_1958,8
img_1959,3
img_1960,1
img_1961,0
img_1962,1
img_1963,2
img_1964,0
img_1965,7
img_1966,4
img_1967,0
img_1968,0
img_1969,4
img_1970,1
img_1971,0
img_1972,1
img_1973,2
img_1974,6
img_1975,2
img_1976,6
img_1977,17
img_1978,17
img_1979,4
img_1980,3
img_1981,7
img_1982,0
img_1983,1
img_1984,9
img_1985,1
img_1986,0
img_1987,1
img_1988,1
img_1989,2
img_1990,1
img_1991,1
img_1992,3
img_1993,9
img_1994,4
img_1995,9
img_1996,0
img_1997,1
img_1998,1
img_1999,1
img_2000,2
img_2001,0
img_2002,2
img_2003,3
img_2004,0
img_2005,0
img_2006,4
img_2007,1
img_2008,2
img_2009,6
img_2010,4
img_2011,3
img_2012,12
img_2013,3
img_2014,1
img_2015,3
img_2016,14
img_2017,0
img_2018,2
img_2019,23
img_2020,1
img_2021,0
img_2022,2
img_2023,4
img_2024,2
img_2025,0
img_2026,0
img_2027,0
img_2028,5
img_2029,2
img_2030,1
img_2031,0
img_2032,0
img_2033,2
img_2034,0
img_2035,1
img_2036,19
img_2037,8
img_2038,1
img_2039,6
img_2040,7
img_2041,0
img_2042,0
img_2043,1
img_2044,2
img_2045,1
img_2046,0
img_2047,0
img_2048,1
img_2049,1
img_2050,1
img_2051,0
img_2052,25
img_2053,4
img_2054,3
img_2055,19
img_2056,7
img_2057,1
img_2058,0
img_2059,0
img_2060,1
img_2061,14
img_2062,11
img_2063,2
img_2064,0
img_2065,0
img_2066,5
img_2067,3
img_2068,0
img_2069,3
img_2070,1
img_2071,3
img_2072,5
img_2073,1
img_2074,0
img_2075,0
img_2076,0
img_2077,2
img_2078,0
img_2079,0
img_2080,4
img_2081,0
img_2082,5
img_2083,11
img_2084,2
img_2085,1
img_2086,2
img_2087,4
img_2088,1
img_2089,0
img_2090,2
img_2091,0
img_2092,7
img_2093,0
img_2094,2
img_2095,0
img_2096,22
img_2097,2
img_2098,4
img_2099,2
img_2100,0
img_2101,0
img_2102,12
img_2103,0
img_2104,1
img_2105,0
img_2106,4
img_2107,1
img_2108,1
img_2109,5
img_2110,0
img_2111,0
img_2112,1
img_2113,2
img_2114,4
img_2115,2
img_2116,0
img_2117,1
img_2118,4
img_2119,2
img_2120,2
img_2121,4
img_2122,3
img_2123,1
img_2124,2
img_2125,2
img_2126,18
img_2127,1
img_2128,0
img_2129,6
img_2130,4
img_2131,5
img_2132,1
img_2133,1
img_2134,2
img_2135,0
img_2136,2
img_2137,0
img_2138,2
img_2139,0
img_2140,11
img_2141,0
img_2142,1
img_2143,1
img_2144,9
img_2145,12
img_2146,1
img_2147,0
img_2148,8
img_2149,2
img_2150,1
img_2151,1
img_2152,0
img_2153,2
